Code,Airport
MVV,Meg??ve Airport
MVW,Skagit Regional Airport
MVX,Minvoul Airport
MVY,Martha's Vineyard Airport
MVZ,Masvingo International Airport
MWA,Williamson County Regional Airport
MWB,Morawa Airport
MWC,Lawrence J Timmerman Airport
MWD,Mianwali Air Base
MWE,Merowe New Airport
MWF,Maewo-Naone Airport
MWG,Marawaka Airport
MWH,Grant County International Airport
MWI,Maramuni Airport
MWJ,Matthews Ridge Airport
MWK,Tarempa Airport
MWL,Mineral Wells Airport
MWN,Mwadui Airport
MWO,Middletown Regional Airport
MWP,Mountain Airport
MWQ,Magway Airport
MWR,Motswari Airport
MWT,Moolawatana Airport
MWV,Mondulkiri Airport
MWX,Muan International Airport
MWY,Miranda Downs Airport
MWZ,Mwanza Airport
MXA,Manila Municipal Airport
MXB,Andi Jemma Airport
MXC,Monticello Airport
MXD,Marion Downs Airport
MXE,Laurinburg Maxton Airport
MXF,Maxwell Air Force Base
MXG,Marlboro Airport
MXH,Moro Airport
MXI,Mati National Airport
MXJ,Minna Airport
MXK,Mindik Airport
MXL,General Rodolfo S?­nchez Taboada International Airport
MXM,Morombe Airport
MXN,Morlaix-Ploujean Airport
MXP,Malpensa International Airport
MXR,Moussoro Airport
MXR,Myrhorod Air Base
MXS,Maota Airport
MXT,Maintirano Airport
MXU,Mullewa Airport
MXV,M??r??n Airport
MXW,Mandalgobi Airport
MXX,Mora Airport
MXY,Mc Carthy Airport
MXZ,Meixian Airport
MYA,Moruya Airport
MYB,Mayumba Airport
MYC,Escuela Mariscal Sucre Airport
MYD,Malindi Airport
MYE,Miyakejima Airport
MYF,Montgomery-Gibbs Executive Airport
MYG,Mayaguana Airport
MYI,Murray Island Airport
MYJ,Matsuyama Airport
MYK,May Creek Airport
MYL,McCall Municipal Airport
MYM,Monkey Mountain Airport
MYN,Mareb Airport
MYO,Camballin Airport
MYP,Mary Airport
MYQ,Mysore Airport
MYR,Myrtle Beach International Airport
MYS,Moyale Airport
MYT,Myitkyina Airport
MYU,Mekoryuk Airport
MYV,Yuba County Airport
MYW,Mtwara Airport
MYX,Menyamya Airport
MYY,Miri Airport
MYZ,Monkey Bay Airport
MZA,Mayor PNP Nancy Flores Paucar Airport
MZB,Moc??mboa da Praia Airport
MZC,Mitzic Airport
MZD,M??ndez Airport
MZE,Manatee Airport
MZG,Makung Airport
MZH,Amasya Merzifon Airport
MZI,Mopti Airport
MZJ,Pinal Airpark
MZK,Marakei Airport
MZL,La Nubia Airport
MZM,Metz-Frescaty (BA 128) Air Base
MZO,Sierra Maestra Airport
MZP,Motueka Airport
MZQ,Mkuze Airport
MZR,Mazar I Sharif Airport
MZS,Mostyn Airport
MZT,General Rafael Buelna International Airport
MZU,Muzaffarpur Airport
MZV,Mulu Airport
MZW,Mecheria Airport
MZY,Mossel Bay Airport
MZZ,Marion Municipal Airport
NAA,Narrabri Airport
NAC,Naracoorte Airport
NAD,Macanal Airport
NAE,Natitingou Airport
NAF,Banaina Airport
NAG,Dr. Babasaheb Ambedkar International Airport
NAH,Naha Airport
NAI,Annai Airport
NAJ,Nakhchivan Airport
NAK,Nakhon Ratchasima Airport
NAL,Nalchik Airport
NAM,Namlea Airport
NAN,Nadi International Airport
NAO,Nanchong Airport
NAP,Naples International Airport
NAQ,Qaanaaq Airport
NAR,Puerto Nare Airport
NAS,Lynden Pindling International Airport
NAT,Governador Alu??zio Alves International Airport
NAU,Napuka Island Airport
NAV,Nev?ehir Kapadokya Airport
NAW,Narathiwat Airport
NAY,Beijing Nanyuan Airport
NAZ,Nana Airport
NBA,Nambaiyufa Airport
NBB,Barranco Minas Airport
NBC,Begishevo Airport
NBE,Enfidha - Hammamet International Airport
NBG,New Orleans NAS JRB/Alvin Callender Field
NBH,Nambucca Heads Airport
NBL,San Blas Airport
NBN,Annob??n Airport
NBO,Jomo Kenyatta International Airport
NBS,Changbaishan Airport
NBW,Leeward Point Field
NBX,Nabire Airport
NCA,North Caicos Airport
NCE,Nice-C??te d'Azur Airport
NCG,Nuevo Casas Grandes Airport
NCH,Nachingwea Airport
NCI,Necocli Airport
NCJ,Sunchales Aeroclub Airport
NCL,Newcastle Airport
NCN,Chenega Bay Airport
NCO,Quonset State Airport
NCR,San Carlos
NCS,Newcastle Airport
NCT,Guanacaste Airport
NCU,Nukus Airport
NCY,Annecy-Haute-Savoie-Mont Blanc Airport
NDA,Bandanaira Airport
NDB,Nouadhibou International Airport
NDC,Nanded Airport
NDD,Sumbe Airport
NDE,Mandera Airport
NDF,Ndalatandos Airport
NDG,Qiqihar Sanjiazi Airport
NDI,Namudi Airport
NDJ,N'Djamena International Airport
NDK,Namorik Atoll Airport
NDL,N'D??l?? Airport
NDM,Mendi Airport
NDN,Nadunumu Airport
NDR,Nador International Airport
NDS,Sandstone Airport
NDU,Rundu Airport
NDY,Sanday Airport
NEC,Necochea Airport
NEF,Neftekamsk Airport
NEG,Negril Airport
NEJ,Nejjo Airport
NEK,Nekemte Airport
NEL,Lakehurst Maxfield Field Airport
NEN,Whitehouse Naval Outlying Field
NER,Chulman Airport
NEU,Sam Neua Airport
NEV,Vance W. Amory International Airport
NEW,Lakefront Airport
NFG,Nefteyugansk Airport
NFL,Fallon Naval Air Station
NFO,Mata'aho Airport
NGA,Young Airport
NGB,Ningbo Lishe International Airport
NGD,Captain Auguste George Airport
NGE,N'Gaound??r?? Airport
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport
NGI,Ngau Airport
NGK,Nogliki Airport
NGL,Ngala Airport
NGO,Chubu Centrair International Airport
NGQ,Ngari Gunsa Airport
NGS,Nagasaki Airport
NGU,Norfolk Naval Station (Chambers Field)
NGX,Manang Airport
NGZ,Alameda Naval Air Station
NHA,Nha Trang Air Base
NHD,Al Minhad Air Base
NHF,New Halfa Airport
NHK,Patuxent River Naval Air Station (Trapnell Field)
NHS,Nushki Airport
NHT,RAF Northolt
NHV,Nuku Hiva Airport
NHX,Naval Outlying Field Barin
NHZ,Brunswick Executive Airport
NIA,Nimba Airport
NIB,Nikolai Airport
NIC,Nicosia International Airport
NIF,Camp Nifty Airport
NIG,Nikunau Airport
NIM,Diori Hamani International Airport
NIO,Nioki Airport
NIP,Jacksonville Naval Air Station (Towers Field)
NIS,Simberi Airport
NIT,Niort-Souch?? Airport
NIU,Naiu Airport
NIX,Nioro du Sahel Airport
NJA,Atsugi Naval Air Facility
NJC,Nizhnevartovsk Airport
NJF,Al Najaf International Airport
NJK,El Centro NAF Airport (Vraciu Field)
NKB,Noonkanbah Airport
NKC,Nouakchottƒ??Oumtounsy International Airport
NKD,Sinak Airport
NKG,Nanjing Lukou Airport
NKI,Naukati Bay Seaplane Base
NKL,N'Kolo-Fuma Airport
NKM,Nagoya Airport
NKN,Nankina Airport
NKP,Nukutepipi Airport
NKS,Nkongsamba Airport
NKT,?Žñrnak ?erafettin El??i Airport
NKU,Nkaus Airport
NKW,Diego Garcia Naval Support Facility
NKX,Miramar Marine Corps Air Station - Mitscher Field
NKY,Yokangassi Airport
NLA,Simon Mwansa Kapwepwe International Airport
NLC,Lemoore Naval Air Station (Reeves Field) Airport
NLD,Quetzalc??atl International Airport
NLE,Jerry Tyler Memorial Airport
NLF,Darnley Island Airport
NLG,Nelson Lagoon Airport
NLH,Ninglang Luguhu Airport
NLI,Nikolayevsk-na-Amure Airport
NLK,Norfolk Island International Airport
NLL,Nullagine Airport
NLN,Kneeland Airport
NLO,Ndolo Airport
NLP,Nelspruit Airport
NLS,Nicholson Airport
NLT,Xinyuan Nalati Airport
NLU,Santa Lucia Air Force Base
NLV,Mykolaiv International Airport
NMA,Namangan Airport
NMB,Daman Airport
NMC,Normans Cay Airport
NME,Nightmute Airport
NMG,San Miguel Airport
NML,Fort McMurray / Mildred Lake Airport
NMN,Nomane Airport
NMP,New Moon Airport
NMR,Nappa Merrie Airport
NMS,Namsang Airport
NMT,Namtu Airport
NNA,Kenitra Airport
NNB,Santa Ana Airport
NND,Nangade Airport
NNG,Nanning Wuxu Airport
NNI,Namutoni Airport
NNK,Naknek Airport
NNL,Nondalton Airport
NNM,Naryan Mar Airport
NNR,Connemara Regional Airport
NNT,Nan Airport
NNU,Nanuque Airport
NNX,Nunukan Airport
NNY,Nanyang Jiangying Airport
NOA,Nowra Airport
NOB,Nosara Airport
NOC,Ireland West Knock Airport
NOD,Norden-Norddeich Airport
NOG,Nogales International Airport
NOJ,Noyabrsk Airport
NOK,Xavantina Airport
NOM,Nomad River Airport
NON,Nonouti Airport
NOO,Naoro Airport
NOP,Sinop Airport
NOR,Nor?øfj??r?øur Airport
NOS,Fascene Airport
NOT,Marin County Airport - Gnoss Field
NOU,La Tontouta International Airport
NOV,Nova Lisboa Airport
NOZ,Spichenkovo Airport
NPA,Pensacola Naval Air Station/Forrest Sherman Field
NPE,Hawke's Bay Airport
NPG,Nipa Airport
NPH,Nephi Municipal Airport
NPL,New Plymouth Airport
NPO,Nanga Pinoh Airport
NPP,Napperby Airport
NPR,Novo Progresso Airport
NPT,Newport State Airport
NPU,San Pedro Airport
NQA,Millington-Memphis Airport
NQI,Kingsville Naval Air Station
NQL,Niquel?›ndia Airport
NQN,Presidente Peron Airport
NQT,Nottingham Airport
NQU,Reyes Murillo Airport
NQX,Naval Air Station Key West/Boca Chica Field
NQY,Newquay Cornwall Airport
NRA,Narrandera Airport
NRB,Naval Station Mayport (Admiral David L. Mcdonald Field)
NRC,NASA Crows Landing Airport
NRD,Norderney Airport
NRE,Namrole Airport
NRG,Narrogin Airport
NRI,Grand Lake Regional Airport
NRK,Norrk??ping Airport
NRL,North Ronaldsay Airport
NRM,Nara Airport
NRN,Weeze Airport
NRR,Jos?? Aponte de la Torre Airport
NRS,Naval Outlying Field Imperial Beach (Ream Field)
NRT,Narita International Airport
NRY,Newry Airport
NSB,Bimini North Seaplane Base
NSE,Whiting Field Naval Air Station - North
NSH,Noshahr Airport
NSI,Yaound?? Nsimalen International Airport
NSK,Norilsk-Alykel Airport
NSL,Slayton Municipal Airport
NSM,Norseman Airport
NSN,Nelson Airport
NSO,Scone Airport
NST,Nakhon Si Thammarat Airport
NSV,Noosa Airport
NSY,Sigonella Navy Air Base
NTA,Natadola Airport
NTB,Notodden Airport
NTC,Paradise Island Airport
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co)
NTE,Nantes Atlantique Airport
NTG,Nantong Airport
NTI,Stenkol Airport
NTJ,Manti-Ephraim Airport
NTL,Newcastle Airport
NTN,Normanton Airport
NTO,Agostinho Neto Airport
NTQ,Noto Airport
NTR,Del Norte International Airport
NTT,Kuini Lavenia Airport
NTU,Oceana Naval Air Station
NTX,Ranai Airport
NTY,Pilanesberg International Airport
NUB,Numbulwar Airport
NUD,En Nahud Airport
NUE,Nuremberg Airport
NUF,Castlereagh Lake Seaplane Base
NUG,Nuguria Airstrip
NUI,Nuiqsut Airport
NUK,Nukutavake Airport
NUL,Nulato Airport
NUP,Nunapitchuk Airport
NUQ,Moffett Federal Airfield
NUR,Nullabor Motel Airport
NUS,Norsup Airport
NUU,Nakuru Airport
NUW,Whidbey Island Naval Air Station (Ault Field)
NUX,Novy Urengoy Airport
NVA,Benito Salas Airport
NVG,Nueva Guinea Airport
NVI,Navoi Airport
NVK,Narvik Framnes Airport
NVN,Nervino Airport
NVP,Novo Aripuan?œ Airport
NVR,Novgorod Airport
NVS,Nevers-Fourchambault Airport
NVT,Ministro Victor Konder International Airport
NVY,Neyveli Airport
NWA,Moh??li Bandar Es Eslam Airport
NWI,Norwich International Airport
NWT,Nowata Airport
NWT,Nowata Airport
NYA,Nyagan Airport
NYE,Nyeri Airport
NYI,Sunyani Airport
NYK,Nanyuki Airport
NYM,Nadym Airport
NYN,Nyngan Airport
NYO,Stockholm Skavsta Airport
NYR,Nyurba Airport
NYT,Naypyidaw Airport
NYU,Bagan Airport
NYW,Monywar Airport
NZA,Nzagi Airport
NZC,Maria Reiche Neuman Airport
NZE,Nz??r??kor?? Airport
NZH,Manzhouli Xijiao Airport
NZL,Chengjisihan Airport
NZY,North Island Naval Air Station-Halsey Field
O62,Carmel Valley
OAA,Shank Air Base
OAG,Orange Airport
OAH,Shindand Airport
OAI,Bagram Air Base
OAJ,Albert J Ellis Airport
OAK,Metropolitan Oakland International Airport
OAL,Cacoal Airport
OAM,Oamaru Airport
OAN,El Array?­n Airport
OAR,Marina Municipal Airport
OAS,Sharana Airstrip
OAX,Xoxocotl?­n International Airport
OAZ,Camp Bastion Airport
OBC,Obock Airport
OBD,Obano Airport
OBE,Okeechobee County Airport
OBF,Oberpfaffenhofen Airport
OBI,??bidos Airport
OBK,Sky Harbor Airport
OBL,Zoersel (Oostmalle) Airfield
OBM,Morobe Airport
OBN,Oban Airport
OBO,Tokachi-Obihiro Airport
OBS,Aubenas-Ard??che M??ridional Airport
OBU,Kobuk Airport
OBX,Obo Airport
OBY,Ittoqqortoormiit Heliport
OCA,Ocean Reef Club Airport
OCC,Francisco De Orellana Airport
OCE,Ocean City Municipal Airport
OCF,Ocala International Airport - Jim Taylor Field
OCH,A L Mangham Jr. Regional Airport
OCJ,Boscobel Aerodrome
OCM,Boolgeeda
OCN,Oceanside Municipal Airport
OCS,Corisco International Airport
OCV,Aguas Claras Airport
OCW,Warren Field
ODA,Ouadda Airport
ODB,C??rdoba Airport
ODC,Oakdale Airport
ODD,Oodnadatta Airport
ODE,Odense Airport
ODH,RAF Odiham
ODJ,Ouanda Djall?? Airport
ODL,Cordillo Downs Airport
ODN,Long Seridan Airport
ODO,Bodaybo Airport
ODR,Ord River Airport
ODS,Odessa International Airport
ODW,AJ Eisenberg Airport
ODY,Oudomsay Airport
OEA,O'Neal Airport
OEC,Oecussi Airport
OEL,Oryol Yuzhny Airport
OEM,Vincent Fayks Airport
OEO,L O Simenstad Municipal Airport
OER,??rnsk??ldsvik Airport
OES,Antoine de Saint Exup??ry Airport
OFF,Offutt Air Force Base
OFI,Ouango Fitini Airport
OFJ,??lafsfj??r?øur Airport
OFK,Karl Stefan Memorial Airport
OFU,Ofu Village Airport
OGA,Searle Field
OGB,Orangeburg Municipal Airport
OGD,Ogden Hinckley Airport
OGE,Ogeranang Airport
OGG,Kahului Airport
OGL,Eugene F. Correira International Airport
OGM,Ogubsucum Airport
OGN,Yonaguni Airport
OGO,Abengourou Airport
OGR,Bongor Airport
OGS,Ogdensburg International Airport
OGU,Ordu Giresun Airport
OGX,Ain el Beida Airport
OGZ,Beslan Airport
OHA,RNZAF Base Ohakea
OHB,Ambohibary Airport
OHD,Ohrid St. Paul the Apostle Airport
OHE,Gu-Lian Airport
OHH,Okha Airport
OHI,Oshakati Airport
OHO,Okhotsk Airport
OHR,Wyk auf F??hr Airport
OHS,Sohar Airport
OHT,Kohat Airport
OIA,Ouril?›ndia do Norte Airport
OIC,Lt Warren Eaton Airport
OIL,Splane Memorial Airport
OIM,Oshima Airport
OIR,Okushiri Airport
OIT,Oita Airport
OJC,Johnson County Executive Airport
OKA,Naha Airport
OKB,Orchid Beach Airport
OKC,Will Rogers World Airport
OKD,Okadama Airport
OKE,Okierabu Airport
OKF,Okaukuejo Airport
OKG,Okoyo Airport
OKH,RAF Cottesmore
OKI,Oki Airport
OKJ,Okayama Airport
OKK,Kokomo Municipal Airport
OKL,Oksibil Airport
OKM,Okmulgee Regional Airport
OKN,Okondja Airport
OKO,Yokota Air Base
OKP,Oksapmin Airport
OKQ,Okaba Airport
OKR,Yorke Island Airport
OKS,Garden County Airport
OKT,Oktyabrskiy Airport
OKU,Mokuti Lodge Airport
OKV,Okao Airport
OKY,Oakey Airport
OLA,??rland Airport
OLB,Olbia Costa Smeralda Airport
OLC,Senadora Eunice Micheles Airport
OLD,"Dewitt Field,Old Town Municipal Airport"
OLF,L M Clayton Airport
OLI,Rif Airport
OLJ,North West Santo Airport
OLK,Fuerte Olimpo Airport
OLL,Oyo Ollombo Airport
OLM,Olympia Regional Airport
OLN,Colonia Sarmiento Airport
OLO,Olomouc-Ne?ed??n Airport
OLP,Olympic Dam Airport
OLQ,Olsobip Airport
OLR,Salerno Landing Zone Airport
OLS,Nogales International Airport
OLV,Olive Branch Airport
OLZ,Olyokminsk Airport
OMA,Eppley Airfield
OMB,Omboue Hopital Airport
OMC,Ormoc Airport
OMD,Oranjemund Airport
OME,Nome Airport
OMF,King Hussein Air College
OMG,Omega Airport
OMH,Urmia Airport
OMI,Omidiyeh Airport
OMK,Omak Airport
OML,Omkalai Airport
OMM,Marmul Airport
OMN,Osmanabad Airport
OMO,Mostar International Airport
OMR,Oradea International Airport
OMS,Omsk Central Airport
OMY,Preah Vinhear Airport
ONB,Ononge Airport
OND,Ondangwa Airport
ONG,Mornington Island Airport
ONI,Moanamani Airport
ONJ,Odate Noshiro Airport
ONK,Olenyok Airport
ONL,The O'Neill Municipal John L Baker Field
ONO,Ontario Municipal Airport
ONP,Newport Municipal Airport
ONQ,Zonguldak Airport
ONR,Monkira Airport
ONS,Onslow Airport
ONT,Ontario International Airport
ONU,Ono-i-Lau Airport
ONX,Enrique Adolfo Jimenez Airport
OOK,Toksook Bay Airport
OOL,Gold Coast Airport
OOM,Cooma Snowy Mountains Airport
OOR,Mooraberree Airport
OOT,Onotoa Airport
OPA,K??pasker Airport
OPB,Open Bay Airport
OPF,Opa-locka Executive Airport
OPI,Oenpelli Airport
OPO,Francisco de S?­ Carneiro Airport
OPS,Presidente Jo?œo Batista Figueiredo Airport
OPU,Balimo Airport
OPW,Opuwa Airport
ORA,Or?­n Airport
ORB,??rebro Airport
ORC,Orocue Airport
ORD,Chicago O'Hare International Airport
ORE,Orl??ans-Bricy (BA 123) Air Base
ORF,Norfolk International Airport
ORG,Zorg en Hoop Airport
ORH,Worcester Regional Airport
ORJ,Orinduik Airport
ORK,Cork Airport
ORL,Orlando Executive Airport
ORM,Sywell Aerodrome
ORN,Es Senia Airport
ORO,Yoro Airport
ORP,Orapa Airport
ORR,Yorketown Airport
ORT,Northway Airport
ORU,Juan Mendoza Airport
ORV,Robert (Bob) Curtis Memorial Airport
ORW,Ormara Airport
ORX,Oriximin?­ Airport
ORY,Paris-Orly Airport
ORZ,Orange Walk Airport
OSC,Oscoda Wurtsmith Airport
OSD,??re ??stersund Airport
OSE,Omora Airport
OSF,Ostafyevo International Airport
OSG,Ossima Airport
OSH,Wittman Regional Airport
OSI,Osijek Airport
OSK,Oskarshamn Airport
OSL,Oslo Gardermoen Airport
OSM,Mosul International Airport
OSN,Osan Air Base
OSO,Osborne Mine Airport
OSP,Redzikowo Air Base
OSR,Ostrava Leos Jan?­Žek Airport
OSS,Osh Airport
OST,Ostend-Bruges International Airport
OSU,The Ohio State University Airport - Don Scott Field
OSW,Orsk Airport
OSY,Namsos H??knes??ra Airport
OSZ,Koszalin Zegrze Pomorskie Air Base
OTC,Bol Airport
OTD,Contadora Airport
OTH,Southwest Oregon Regional Airport
OTI,Pitu Airport
OTJ,Otjiwarongo Airport
OTK,Tillamook Airport
OTL,Boutilimit Airport
OTM,Ottumwa Regional Airport
OTN,Ed-Air Airport
OTP,Henri CoandŽŸ International Airport
OTR,Coto 47 Airport
OTS,Anacortes Airport
OTT,Andre Maggi Airport
OTU,Otu Airport
OTV,Ontong Java Atoll Airstrip
OTY,Oria Airport
OTZ,Ralph Wien Memorial Airport
OUA,Ouagadougou Airport
OUD,Angads Airport
OUE,Ouesso Airport
OUG,Ouahigouya Airport
OUH,Oudtshoorn Airport
OUK,Outer Skerries Airport
OUL,Oulu Airport
OUM,Oum Hadjer Airport
OUN,University of Oklahoma Westheimer Airport
OUR,Batouri Airport
OUS,Ourinhos Airport
OUT,Bousso Airport
OUZ,Tazadit Airport
OVA,Bekily Airport
OVB,Tolmachevo Airport
OVD,Asturias Airport
OVE,Oroville Municipal Airport
OVG,Overberg Airport
OVL,El Tuqui Airport
OVR,Olavarria Airport
OVS,Sovetskiy Airport
OWA,Owatonna Degner Regional Airport
OWB,Owensboro Daviess County Airport
OWD,Norwood Memorial Airport
OWK,Central Maine Airport of Norridgewock
OXB,Osvaldo Vieira International Airport
OXC,Waterbury Oxford Airport
OXD,Miami University Airport
OXF,Oxford (Kidlington) Airport
OXO,Orientos Airport
OXR,Oxnard Airport
OXY,Morney Airport
OYA,Goya Airport
OYE,Oyem Airport
OYG,Moyo Airport
OYK,Oiapoque Airport
OYL,Moyale Airport
OYN,Ouyen Airport
OYO,Tres Arroyos Airport
OYP,Saint-Georges-de-l'Oyapock Airport
OZA,Ozona Municipal Airport
OZC,Labo Airport
OZG,Zagora Airport
OZH,Zaporizhzhia International Airport
OZP,Moron Air Base
OZR,Cairns AAF (Fort Rucker) Air Field
OZZ,Ouarzazate Airport
PAA,Hpa-N Airport
PAB,Bilaspur Airport
PAC,Marcos A. Gelabert International Airport
PAD,Paderborn Lippstadt Airport
PAE,Snohomish County (Paine Field) Airport
PAF,Pakuba Airfield
PAG,Pagadian Airport
PAH,Barkley Regional Airport
PAJ,Parachinar Airport
PAK,Port Allen Airport
PAL,German Olano Air Base
PAM,Tyndall Air Force Base
PAN,Pattani Airport
PAO,Palo Alto Airport of Santa Clara County
PAP,Toussaint Louverture International Airport
PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport"
PAS,Paros National Airport
PAT,Lok Nayak Jayaprakash Airport
PAU,Pauk Airport
PAV,Paulo Afonso Airport
PAX,Port-de-Paix Airport
PAY,Pamol Airport
PAZ,El Taj??n National Airport
PBB,Parana??ba Airport
PBC,Hermanos Serd?­n International Airport
PBD,Porbandar Airport
PBE,Puerto Berrio Airport
PBF,"Pine Bluff Regional Airport, Grider Field"
PBG,Plattsburgh International Airport
PBH,Paro Airport
PBI,Palm Beach International Airport
PBJ,Tavie Airport
PBL,General Bartolome Salom International Airport
PBM,Johan Adolf Pengel International Airport
PBN,Porto Amboim Airport
PBO,Paraburdoo Airport
PBP,Islita Airport
PBQ,Pimenta Bueno Airport
PBR,Puerto Barrios Airport
PBT,Puerto Leda Airport
PBU,Putao Airport
PBV,Porto dos Ga?§chos Airport
PBX,Fazenda Piraguassu Airport
PBZ,Plettenberg Bay Airport
PCA,Portage Creek Airport
PCB,Pondok Cabe Air Base
PCC,Puerto Rico Airport
PCD,Prairie Du Chien Municipal Airport
PCF,Potchefstroom Airport
PCG,Paso Caballos Airport
PCH,Palacios Airport
PCJ,Puerto La Victoria Airport
PCL,Cap FAP David Abenzur Rengifo International Airport
PCM,Playa del Carmen Airport
PCN,Picton Aerodrome
PCO,Punta Colorada Airport
PCO,Punta Colorada Airport
PCP,Principe Airport
PCQ,Boun Neau Airport
PCR,German Olano Airport
PCS,Picos Airport
PCT,Princeton Airport
PCU,Poplarville Pearl River County Airport
PCV,Punta Chivato Airport
PDA,Obando Airport
PDB,Pedro Bay Airport
PDC,Mueo Airport
PDD,Ponta do Ouro Airport
PDE,Pandie Pandie Airport
PDF,Prado Airport
PDG,Minangkabau International Airport
PDI,Pindiu Airport
PDK,DeKalb Peachtree Airport
PDL,Jo?œo Paulo II Airport
PDM,Capt Justiniano Montenegro Airport
PDN,Parndana Airport
PDO,Pendopo Airport
PDP,Capitan Corbeta CA Curbelo International Airport
PDR,Presidente Jos?? Sarney Airport
PDS,Piedras Negras International Airport
PDT,Eastern Oregon Regional At Pendleton Airport
PDU,Tydeo Larre Borges Airport
PDV,Plovdiv International Airport
PDX,Portland International Airport
PDZ,Pedernales Airport
PEA,Penneshaw Airport
PEC,Pelican Seaplane Base
PED,Pardubice Airport
PEE,Bolshoye Savino Airport
